event_id,event_time_utc,country,currency,event_name,impact,actual,forecast,previous,source
2022-02-25-jpy-cpi-tokyo-ex-food-and-energy-8731c6c2,2022-02-25T19:30:00Z,Japan,JPY,CPI Tokyo Ex Food and Energy,HIGH,0.2%,,-0.3%,nasdaq_economic_calendar
2022-02-25-jpy-tokyo-cpi-f2e7d8d4,2022-02-25T19:30:00Z,Japan,JPY,Tokyo CPI,HIGH,1.0%,,0.6%,nasdaq_economic_calendar
2022-02-25-jpy-tokyo-core-cpi-0d973446,2022-02-25T19:30:00Z,Japan,JPY,Tokyo Core CPI,HIGH,0.5%,0.4%,0.2%,nasdaq_economic_calendar
2022-02-26-usd-core-durable-goods-orders-13ff8725,2022-02-26T09:30:00Z,United States,USD,Core Durable Goods Orders,HIGH,0.7%,0.4%,0.9%,nasdaq_economic_calendar
2022-02-26-usd-core-pce-price-index-f4e778be,2022-02-26T09:30:00Z,United States,USD,Core PCE Price Index,HIGH,0.5%,0.5%,0.5%,nasdaq_economic_calendar
2022-02-26-usd-durable-goods-orders-3d51fccb,2022-02-26T09:30:00Z,United States,USD,Durable Goods Orders,HIGH,1.6%,0.8%,1.2%,nasdaq_economic_calendar
2022-02-26-usd-pce-price-index-ad8ff1e0,2022-02-26T09:30:00Z,United States,USD,PCE Price index,HIGH,6.1,,5.8,nasdaq_economic_calendar
2022-02-26-usd-pce-price-index-eb4148d7,2022-02-26T09:30:00Z,United States,USD,PCE price index,HIGH,0.6%,,0.5%,nasdaq_economic_calendar
2022-02-26-usd-personal-income-e9381338,2022-02-26T09:30:00Z,United States,USD,Personal Income,HIGH,0.0%,-0.3%,0.4%,nasdaq_economic_calendar
2022-02-26-usd-real-personal-consumption-72cd4961,2022-02-26T09:30:00Z,United States,USD,Real Personal Consumption,HIGH,1.5%,,-1.3%,nasdaq_economic_calendar
2022-02-26-usd-michigan-consumer-expectations-58a1ee0f,2022-02-26T11:00:00Z,United States,USD,Michigan Consumer Expectations,HIGH,59.4,57.4,64.1,nasdaq_economic_calendar
2022-02-26-usd-michigan-consumer-sentiment-96da0e99,2022-02-26T11:00:00Z,United States,USD,Michigan Consumer Sentiment,HIGH,62.8,61.7,67.2,nasdaq_economic_calendar
2022-02-26-usd-dallas-fed-pce-6c548296,2022-02-26T13:00:00Z,United States,USD,Dallas Fed PCE,HIGH,6.70%,,4.60%,nasdaq_economic_calendar
2022-02-28-jpy-industrial-production-c82ea69b,2022-02-28T19:50:00Z,Japan,JPY,Industrial Production,HIGH,-1.3%,-0.7%,-1.0%,nasdaq_economic_calendar
2022-02-28-jpy-industrial-production-forecast-1m-ahead-de2eb7a8,2022-02-28T19:50:00Z,Japan,JPY,Industrial Production forecast 1m ahead,HIGH,5.7%,,5.2%,nasdaq_economic_calendar
2022-02-28-jpy-industrial-production-forecast-2m-ahead-31ecc98b,2022-02-28T19:50:00Z,Japan,JPY,Industrial Production forecast 2m ahead,HIGH,0.1%,,2.2%,nasdaq_economic_calendar
2022-02-28-jpy-retail-sales-3d792b7b,2022-02-28T19:50:00Z,Japan,JPY,Retail Sales,HIGH,1.6%,1.4%,1.2%,nasdaq_economic_calendar
2022-03-02-usd-ism-manufacturing-employment-c99e0e90,2022-03-02T11:00:00Z,United States,USD,ISM Manufacturing Employment,HIGH,52.9,,54.5,nasdaq_economic_calendar
2022-03-02-usd-ism-manufacturing-new-orders-index-c3e21a93,2022-03-02T11:00:00Z,United States,USD,ISM Manufacturing New Orders Index,HIGH,61.7,,57.9,nasdaq_economic_calendar
2022-03-02-usd-ism-manufacturing-pmi-4f9f6291,2022-03-02T11:00:00Z,United States,USD,ISM Manufacturing PMI,HIGH,58.6,58.0,57.6,nasdaq_economic_calendar
2022-03-02-usd-ism-manufacturing-prices-995b3367,2022-03-02T11:00:00Z,United States,USD,ISM Manufacturing Prices,HIGH,75.6,68.1,76.1,nasdaq_economic_calendar
2022-03-03-usd-adp-nonfarm-employment-change-e0f301f3,2022-03-03T09:15:00Z,United States,USD,ADP Nonfarm Employment Change,HIGH,475K,378K,509K,nasdaq_economic_calendar
2022-03-03-usd-fomc-member-bullard-speaks-4c51a172,2022-03-03T10:30:00Z,United States,USD,FOMC Member Bullard Speaks,HIGH,,,,nasdaq_economic_calendar
2022-03-03-jpy-boj-board-member-nakagawa-speaks-c2949d43,2022-03-03T21:30:00Z,Japan,JPY,BoJ Board Member Nakagawa Speaks,HIGH,,,,nasdaq_economic_calendar
2022-03-04-usd-nonfarm-productivity-5e52cde2,2022-03-04T09:30:00Z,United States,USD,Nonfarm Productivity,HIGH,6.6%,6.7%,6.6%,nasdaq_economic_calendar
2022-03-04-usd-ism-non-manufacturing-business-activity-7cbe8d07,2022-03-04T11:00:00Z,United States,USD,ISM Non-Manufacturing Business Activity,HIGH,55.1,,59.9,nasdaq_economic_calendar
2022-03-04-usd-ism-non-manufacturing-employment-188338f5,2022-03-04T11:00:00Z,United States,USD,ISM Non-Manufacturing Employment,HIGH,48.5,,52.3,nasdaq_economic_calendar
2022-03-04-usd-ism-non-manufacturing-new-orders-9d1726b1,2022-03-04T11:00:00Z,United States,USD,ISM Non-Manufacturing New Orders,HIGH,56.1,,61.7,nasdaq_economic_calendar
2022-03-04-usd-ism-non-manufacturing-pmi-cd78b6ee,2022-03-04T11:00:00Z,United States,USD,ISM Non-Manufacturing PMI,HIGH,56.5,61.0,59.9,nasdaq_economic_calendar
2022-03-04-usd-ism-non-manufacturing-prices-f162bb92,2022-03-04T11:00:00Z,United States,USD,ISM Non-Manufacturing Prices,HIGH,83.1,,82.3,nasdaq_economic_calendar
2022-03-04-usd-fomc-member-williams-speaks-93acb4ec,2022-03-04T19:00:00Z,United States,USD,FOMC Member Williams Speaks,HIGH,,,,nasdaq_economic_calendar
2022-03-05-usd-average-hourly-earnings-8e4b6e3f,2022-03-05T09:30:00Z,United States,USD,Average Hourly Earnings,HIGH,0.0%,0.5%,0.6%,nasdaq_economic_calendar
2022-03-05-usd-average-hourly-earnings-yoy-d42bbb56,2022-03-05T09:30:00Z,United States,USD,Average Hourly Earnings (YoY),HIGH,5.1%,5.8%,5.5%,nasdaq_economic_calendar
2022-03-05-usd-nonfarm-payrolls-6d824c6e,2022-03-05T09:30:00Z,United States,USD,Nonfarm Payrolls,HIGH,678K,400K,481K,nasdaq_economic_calendar
2022-03-05-usd-private-nonfarm-payrolls-6ba7c669,2022-03-05T09:30:00Z,United States,USD,Private Nonfarm Payrolls,HIGH,654K,378K,448K,nasdaq_economic_calendar
2022-03-05-usd-u6-unemployment-rate-80736172,2022-03-05T09:30:00Z,United States,USD,U6 Unemployment Rate,HIGH,7.2%,,7.1%,nasdaq_economic_calendar
2022-03-05-usd-unemployment-rate-41300eca,2022-03-05T09:30:00Z,United States,USD,Unemployment Rate,HIGH,3.8%,3.9%,4.0%,nasdaq_economic_calendar
2022-03-09-jpy-gdp-b0662b85,2022-03-09T19:50:00Z,Japan,JPY,GDP,HIGH,1.1%,1.4%,1.3%,nasdaq_economic_calendar
2022-03-09-jpy-gdp-capital-expenditure-52d5f561,2022-03-09T19:50:00Z,Japan,JPY,GDP Capital Expenditure,HIGH,0.3%,0.7%,0.4%,nasdaq_economic_calendar
2022-03-09-jpy-gdp-external-demand-17ff25d9,2022-03-09T19:50:00Z,Japan,JPY,GDP External Demand,HIGH,0.2%,0.2%,0.0%,nasdaq_economic_calendar
2022-03-09-jpy-gdp-price-index-80181101,2022-03-09T19:50:00Z,Japan,JPY,GDP Price Index,HIGH,-1.3%,-1.3%,-1.2%,nasdaq_economic_calendar
2022-03-09-jpy-gdp-private-consumption-9fdcfa88,2022-03-09T19:50:00Z,Japan,JPY,GDP Private Consumption,HIGH,2.4%,2.7%,-1.3%,nasdaq_economic_calendar
2022-03-10-usd-jolts-job-openings-96b38e91,2022-03-10T11:00:00Z,United States,USD,JOLTS Job Openings,HIGH,11.263M,10.925M,11.448M,nasdaq_economic_calendar
2022-03-11-usd-cpi-ab14dd5b,2022-03-11T09:30:00Z,United States,USD,CPI,HIGH,0.8%,0.8%,0.6%,nasdaq_economic_calendar
2022-03-11-usd-cpi-index-n-s-a-ccd9fa79,2022-03-11T09:30:00Z,United States,USD,"CPI Index, n.s.a.",HIGH,283.72,283.66,281.15,nasdaq_economic_calendar
2022-03-11-usd-cpi-index-s-a-26b72587,2022-03-11T09:30:00Z,United States,USD,"CPI Index, s.a",HIGH,284.18,,281.93,nasdaq_economic_calendar
2022-03-11-usd-cpi-n-s-a-b24fe37f,2022-03-11T09:30:00Z,United States,USD,"CPI, n.s.a",HIGH,0.91%,,0.84%,nasdaq_economic_calendar
2022-03-11-usd-core-cpi-e8a0c466,2022-03-11T09:30:00Z,United States,USD,Core CPI,HIGH,0.5%,0.5%,0.6%,nasdaq_economic_calendar
2022-03-11-usd-core-cpi-index-b720acf7,2022-03-11T09:30:00Z,United States,USD,Core CPI Index,HIGH,287.88,,286.43,nasdaq_economic_calendar
2022-03-11-usd-cleveland-cpi-b41014e0,2022-03-11T11:00:00Z,United States,USD,Cleveland CPI,HIGH,0.5%,,0.6%,nasdaq_economic_calendar
2022-03-15-usd-core-ppi-27451e1c,2022-03-15T08:30:00Z,United States,USD,Core PPI,HIGH,0.2%,0.6%,1.0%,nasdaq_economic_calendar
2022-03-15-usd-ppi-a9d70360,2022-03-15T08:30:00Z,United States,USD,PPI,HIGH,10.0%,10.0%,10.0%,nasdaq_economic_calendar
2022-03-15-jpy-reuters-tankan-index-f3ac3c67,2022-03-15T19:00:00Z,Japan,JPY,Reuters Tankan Index,HIGH,8,,6,nasdaq_economic_calendar
2022-03-15-jpy-adjusted-trade-balance-9781490b,2022-03-15T19:50:00Z,Japan,JPY,Adjusted Trade Balance,HIGH,-1.03T,,-0.93T,nasdaq_economic_calendar
2022-03-15-jpy-trade-balance-e0a73b08,2022-03-15T19:50:00Z,Japan,JPY,Trade Balance,HIGH,-668.3B,-112.6B,"-2,193.5B",nasdaq_economic_calendar
2022-03-16-jpy-industrial-production-2ee72877,2022-03-16T00:30:00Z,Japan,JPY,Industrial Production,HIGH,-0.8%,-1.3%,-1.3%,nasdaq_economic_calendar
2022-03-16-usd-core-retail-sales-6e561064,2022-03-16T08:30:00Z,United States,USD,Core Retail Sales,HIGH,0.2%,0.9%,4.4%,nasdaq_economic_calendar
2022-03-16-usd-retail-sales-9f99ee31,2022-03-16T08:30:00Z,United States,USD,Retail Sales,HIGH,17.62%,,14.00%,nasdaq_economic_calendar
2022-03-16-usd-retail-sales-ex-gas-autos-65da0884,2022-03-16T08:30:00Z,United States,USD,Retail Sales Ex Gas/Autos,HIGH,-0.4%,,5.2%,nasdaq_economic_calendar
2022-03-16-usd-fomc-economic-projections-099b2268,2022-03-16T14:00:00Z,United States,USD,FOMC Economic Projections,HIGH,,,,nasdaq_economic_calendar
2022-03-16-usd-fomc-statement-44f73a03,2022-03-16T14:00:00Z,United States,USD,FOMC Statement,HIGH,,,,nasdaq_economic_calendar
2022-03-16-usd-fed-interest-rate-decision-fd6b800a,2022-03-16T14:00:00Z,United States,USD,Fed Interest Rate Decision,HIGH,0.50%,0.50%,0.25%,nasdaq_economic_calendar
2022-03-16-usd-fomc-press-conference-e7fb54ac,2022-03-16T14:30:00Z,United States,USD,FOMC Press Conference,HIGH,,,,nasdaq_economic_calendar
2022-03-17-jpy-industrial-production-bc8fc445,2022-03-17T00:30:00Z,Japan,JPY,Industrial Production,HIGH,-0.8%,-1.3%,-1.3%,nasdaq_economic_calendar
2022-03-17-usd-core-retail-sales-2d78b0b3,2022-03-17T08:30:00Z,United States,USD,Core Retail Sales,HIGH,0.2%,0.9%,4.4%,nasdaq_economic_calendar
2022-03-17-usd-retail-sales-82e7f0c8,2022-03-17T08:30:00Z,United States,USD,Retail Sales,HIGH,17.62%,,14.00%,nasdaq_economic_calendar
2022-03-17-usd-retail-sales-ex-gas-autos-5aa4d203,2022-03-17T08:30:00Z,United States,USD,Retail Sales Ex Gas/Autos,HIGH,-0.4%,,5.2%,nasdaq_economic_calendar
2022-03-17-usd-fomc-economic-projections-55e7ae52,2022-03-17T14:00:00Z,United States,USD,FOMC Economic Projections,HIGH,,,,nasdaq_economic_calendar
2022-03-17-usd-fomc-statement-8dc218b0,2022-03-17T14:00:00Z,United States,USD,FOMC Statement,HIGH,,,,nasdaq_economic_calendar
2022-03-17-usd-fed-interest-rate-decision-60f073de,2022-03-17T14:00:00Z,United States,USD,Fed Interest Rate Decision,HIGH,0.50%,0.50%,0.25%,nasdaq_economic_calendar
2022-03-17-usd-fomc-press-conference-39148f49,2022-03-17T14:30:00Z,United States,USD,FOMC Press Conference,HIGH,,,,nasdaq_economic_calendar
2022-03-18-jpy-boj-press-conference-e7d54f56,2022-03-18T02:30:00Z,Japan,JPY,BoJ Press Conference,HIGH,,,,nasdaq_economic_calendar
2022-03-18-usd-fomc-member-barkin-speaks-45e526f6,2022-03-18T12:30:00Z,United States,USD,FOMC Member Barkin Speaks,HIGH,,,,nasdaq_economic_calendar
2022-03-18-usd-fomc-member-bowman-speaks-fca2caff,2022-03-18T15:00:00Z,United States,USD,FOMC Member Bowman Speaks,HIGH,,,,nasdaq_economic_calendar
2022-03-21-usd-fomc-member-bostic-speaks-055e18dd,2022-03-21T08:00:00Z,United States,USD,FOMC Member Bostic Speaks,HIGH,,,,nasdaq_economic_calendar
2022-03-22-usd-fomc-member-williams-speaks-8c232f16,2022-03-22T10:35:00Z,United States,USD,FOMC Member Williams Speaks,HIGH,,,,nasdaq_economic_calendar
2022-03-22-usd-fomc-member-daly-speaks-593a1b5f,2022-03-22T14:00:00Z,United States,USD,FOMC Member Daly Speaks,HIGH,,,,nasdaq_economic_calendar
2022-03-22-usd-fomc-member-mester-speaks-2fd48af3,2022-03-22T17:00:00Z,United States,USD,FOMC Member Mester Speaks,HIGH,,,,nasdaq_economic_calendar
2022-03-23-usd-fomc-member-williams-speaks-196c5da0,2022-03-23T10:35:00Z,United States,USD,FOMC Member Williams Speaks,HIGH,,,,nasdaq_economic_calendar
2022-03-23-usd-fomc-member-daly-speaks-1694fe22,2022-03-23T14:00:00Z,United States,USD,FOMC Member Daly Speaks,HIGH,,,,nasdaq_economic_calendar
2022-03-23-usd-fomc-member-mester-speaks-012c1827,2022-03-23T17:00:00Z,United States,USD,FOMC Member Mester Speaks,HIGH,,,,nasdaq_economic_calendar
2022-03-24-jpy-boj-core-cpi-b8445025,2022-03-24T01:00:00Z,Japan,JPY,BoJ Core CPI,HIGH,1.0%,,0.8%,nasdaq_economic_calendar
2022-03-24-usd-fomc-member-daly-speaks-29831bf0,2022-03-24T11:45:00Z,United States,USD,FOMC Member Daly Speaks,HIGH,,,,nasdaq_economic_calendar
2022-03-24-jpy-monetary-policy-meeting-minutes-1f3d7a7a,2022-03-24T19:50:00Z,Japan,JPY,Monetary Policy Meeting Minutes,HIGH,,,,nasdaq_economic_calendar
2022-03-24-jpy-boj-board-member-kataoka-speaks-507d4b60,2022-03-24T21:30:00Z,Japan,JPY,BoJ Board Member Kataoka Speaks,HIGH,,,,nasdaq_economic_calendar
2022-03-25-usd-core-durable-goods-orders-154c7591,2022-03-25T08:30:00Z,United States,USD,Core Durable Goods Orders,HIGH,-0.6%,0.6%,0.8%,nasdaq_economic_calendar
2022-03-25-usd-durable-goods-orders-156e2721,2022-03-25T08:30:00Z,United States,USD,Durable Goods Orders,HIGH,-2.2%,-0.5%,1.6%,nasdaq_economic_calendar
2022-03-25-usd-fomc-member-bostic-speaks-55cc0055,2022-03-25T11:00:00Z,United States,USD,FOMC Member Bostic Speaks,HIGH,,,,nasdaq_economic_calendar
2022-03-25-jpy-cpi-tokyo-ex-food-and-energy-a82bd716,2022-03-25T19:30:00Z,Japan,JPY,CPI Tokyo Ex Food and Energy,HIGH,0.2%,,0.2%,nasdaq_economic_calendar
2022-03-25-jpy-tokyo-cpi-317abeaa,2022-03-25T19:30:00Z,Japan,JPY,Tokyo CPI,HIGH,1.3%,,1.0%,nasdaq_economic_calendar
2022-03-25-jpy-tokyo-core-cpi-d6aa17f3,2022-03-25T19:30:00Z,Japan,JPY,Tokyo Core CPI,HIGH,0.8%,0.4%,0.5%,nasdaq_economic_calendar
2022-03-26-usd-fomc-member-williams-speaks-ce4c9d7f,2022-03-26T10:00:00Z,United States,USD,FOMC Member Williams Speaks,HIGH,,,,nasdaq_economic_calendar
2022-03-26-usd-michigan-consumer-expectations-5a0307f8,2022-03-26T10:00:00Z,United States,USD,Michigan Consumer Expectations,HIGH,54.3,54.4,59.4,nasdaq_economic_calendar
2022-03-26-usd-michigan-consumer-sentiment-46cf4fe0,2022-03-26T10:00:00Z,United States,USD,Michigan Consumer Sentiment,HIGH,59.4,59.7,62.8,nasdaq_economic_calendar
2022-03-26-usd-fomc-member-barkin-speaks-44dc2a28,2022-03-26T11:30:00Z,United States,USD,FOMC Member Barkin Speaks,HIGH,,,,nasdaq_economic_calendar
2022-03-29-jpy-boj-summary-of-opinions-d54475ac,2022-03-29T19:50:00Z,Japan,JPY,BoJ Summary of Opinions,HIGH,,,,nasdaq_economic_calendar
2022-03-30-jpy-boj-deputy-governor-amamiya-speaks-aa4e5294,2022-03-30T00:20:00Z,Japan,JPY,BOJ Deputy Governor Amamiya Speaks,HIGH,,,,nasdaq_economic_calendar
2022-03-30-usd-fomc-member-williams-speaks-4c5f172d,2022-03-30T09:00:00Z,United States,USD,FOMC Member Williams Speaks,HIGH,,,,nasdaq_economic_calendar
2022-03-30-usd-cb-consumer-confidence-97160de2,2022-03-30T10:00:00Z,United States,USD,CB Consumer Confidence,HIGH,107.2,107.0,105.7,nasdaq_economic_calendar
2022-03-30-usd-jolts-job-openings-a2842790,2022-03-30T10:00:00Z,United States,USD,JOLTS Job Openings,HIGH,11.266M,11.000M,11.283M,nasdaq_economic_calendar
2022-03-30-usd-fomc-member-harker-speaks-d4a77d04,2022-03-30T10:45:00Z,United States,USD,FOMC Member Harker Speaks,HIGH,,,,nasdaq_economic_calendar
2022-03-30-jpy-retail-sales-765c0099,2022-03-30T19:50:00Z,Japan,JPY,Retail Sales,HIGH,-0.8%,-0.3%,1.1%,nasdaq_economic_calendar
2022-03-31-usd-adp-nonfarm-employment-change-4f97926d,2022-03-31T08:15:00Z,United States,USD,ADP Nonfarm Employment Change,HIGH,455K,450K,486K,nasdaq_economic_calendar
2022-03-31-usd-core-pce-prices-38893260,2022-03-31T08:30:00Z,United States,USD,Core PCE Prices,HIGH,5.00%,5.00%,4.60%,nasdaq_economic_calendar
2022-03-31-usd-gdp-41c48ee5,2022-03-31T08:30:00Z,United States,USD,GDP,HIGH,6.9%,7.1%,7.0%,nasdaq_economic_calendar
2022-03-31-usd-gdp-price-index-a7f5abf4,2022-03-31T08:30:00Z,United States,USD,GDP Price Index,HIGH,7.1%,7.2%,7.2%,nasdaq_economic_calendar
2022-03-31-usd-gdp-sales-3bb824b3,2022-03-31T08:30:00Z,United States,USD,GDP Sales,HIGH,1.5%,,2.0%,nasdaq_economic_calendar
2022-03-31-usd-pce-prices-528a69b0,2022-03-31T08:30:00Z,United States,USD,PCE Prices,HIGH,6.4%,6.3%,5.3%,nasdaq_economic_calendar
2022-03-31-usd-fomc-member-george-speaks-b73551d8,2022-03-31T13:00:00Z,United States,USD,FOMC Member George Speaks,HIGH,,,,nasdaq_economic_calendar
2022-03-31-jpy-industrial-production-67990bba,2022-03-31T19:50:00Z,Japan,JPY,Industrial Production,HIGH,0.1%,0.5%,-0.8%,nasdaq_economic_calendar
2022-03-31-jpy-industrial-production-forecast-1m-ahead-3fcea0f8,2022-03-31T19:50:00Z,Japan,JPY,Industrial Production forecast 1m ahead,HIGH,3.6%,,5.7%,nasdaq_economic_calendar
2022-03-31-jpy-industrial-production-forecast-2m-ahead-fdf38dcb,2022-03-31T19:50:00Z,Japan,JPY,Industrial Production forecast 2m ahead,HIGH,9.6%,,0.1%,nasdaq_economic_calendar
2022-04-01-usd-core-pce-price-index-310917e3,2022-04-01T08:30:00Z,United States,USD,Core PCE Price Index,HIGH,0.4%,0.4%,0.5%,nasdaq_economic_calendar
2022-04-01-usd-pce-price-index-258675a4,2022-04-01T08:30:00Z,United States,USD,PCE Price index,HIGH,6.4,,6.0,nasdaq_economic_calendar
2022-04-01-usd-pce-price-index-eda11698,2022-04-01T08:30:00Z,United States,USD,PCE price index,HIGH,0.6%,,0.5%,nasdaq_economic_calendar
2022-04-01-usd-personal-income-370aac5f,2022-04-01T08:30:00Z,United States,USD,Personal Income,HIGH,0.5%,0.5%,0.1%,nasdaq_economic_calendar
2022-04-01-usd-real-personal-consumption-06b292f7,2022-04-01T08:30:00Z,United States,USD,Real Personal Consumption,HIGH,-0.4%,,2.1%,nasdaq_economic_calendar
2022-04-01-usd-fomc-member-williams-speaks-a6a0df8e,2022-04-01T09:00:00Z,United States,USD,FOMC Member Williams Speaks,HIGH,,,,nasdaq_economic_calendar
2022-04-01-usd-dallas-fed-pce-6b2c7980,2022-04-01T13:00:00Z,United States,USD,Dallas Fed PCE,HIGH,4.00%,,6.50%,nasdaq_economic_calendar
2022-04-01-jpy-tankan-all-big-industry-capex-854c5275,2022-04-01T19:50:00Z,Japan,JPY,Tankan All Big Industry CAPEX,HIGH,2.2%,4.0%,9.3%,nasdaq_economic_calendar
2022-04-01-jpy-tankan-all-small-industry-capex-6fb5932a,2022-04-01T19:50:00Z,Japan,JPY,Tankan All Small Industry CAPEX,HIGH,-11.4%,-7.2%,5.1%,nasdaq_economic_calendar
2022-04-01-jpy-tankan-big-manufacturing-outlook-index-9178a383,2022-04-01T19:50:00Z,Japan,JPY,Tankan Big Manufacturing Outlook Index,HIGH,9,10,13,nasdaq_economic_calendar
2022-04-01-jpy-tankan-large-manufacturers-index-38acc4c6,2022-04-01T19:50:00Z,Japan,JPY,Tankan Large Manufacturers Index,HIGH,14,12,17,nasdaq_economic_calendar
2022-04-01-jpy-tankan-large-non-manufacturers-diffusion-index-4d683a63,2022-04-01T19:50:00Z,Japan,JPY,Tankan Large Non-Manufacturers Diffusion Index,HIGH,7,8,9,nasdaq_economic_calendar
2022-04-01-jpy-tankan-large-non-manufacturers-index-78cca563,2022-04-01T19:50:00Z,Japan,JPY,Tankan Large Non-Manufacturers Index,HIGH,9,5,10,nasdaq_economic_calendar
2022-04-01-jpy-tankan-small-manufacturers-diffusion-index-d28ad595,2022-04-01T19:50:00Z,Japan,JPY,Tankan Small Manufacturers Diffusion Index,HIGH,-5,-8,-1,nasdaq_economic_calendar
2022-04-01-jpy-tankan-small-manufacturing-index-3ebd9f84,2022-04-01T19:50:00Z,Japan,JPY,Tankan Small Manufacturing Index,HIGH,-4,-7,-1,nasdaq_economic_calendar
2022-04-01-jpy-tankan-small-non-manufacturers-diffusion-index-8919083d,2022-04-01T19:50:00Z,Japan,JPY,Tankan Small Non-Manufacturers Diffusion Index,HIGH,-10,-8,-6,nasdaq_economic_calendar
2022-04-01-jpy-tankan-small-non-manufacturing-index-c7402e05,2022-04-01T19:50:00Z,Japan,JPY,Tankan Small Non-Manufacturing Index,HIGH,-6,-9,-3,nasdaq_economic_calendar
2022-04-02-usd-average-hourly-earnings-144058e9,2022-04-02T08:30:00Z,United States,USD,Average Hourly Earnings,HIGH,0.4%,0.4%,0.1%,nasdaq_economic_calendar
2022-04-02-usd-average-hourly-earnings-yoy-cf9f6dc9,2022-04-02T08:30:00Z,United States,USD,Average Hourly Earnings (YoY),HIGH,5.6%,5.5%,5.2%,nasdaq_economic_calendar
2022-04-02-usd-nonfarm-payrolls-be404dee,2022-04-02T08:30:00Z,United States,USD,Nonfarm Payrolls,HIGH,431K,490K,750K,nasdaq_economic_calendar
2022-04-02-usd-private-nonfarm-payrolls-f9378f28,2022-04-02T08:30:00Z,United States,USD,Private Nonfarm Payrolls,HIGH,426K,480K,739K,nasdaq_economic_calendar
2022-04-02-usd-u6-unemployment-rate-bb8ee21c,2022-04-02T08:30:00Z,United States,USD,U6 Unemployment Rate,HIGH,6.9%,,7.2%,nasdaq_economic_calendar
2022-04-02-usd-unemployment-rate-6d6386d4,2022-04-02T08:30:00Z,United States,USD,Unemployment Rate,HIGH,3.6%,3.7%,3.8%,nasdaq_economic_calendar
2022-04-02-usd-ism-manufacturing-employment-cadafdc7,2022-04-02T10:00:00Z,United States,USD,ISM Manufacturing Employment,HIGH,56.3,,52.9,nasdaq_economic_calendar
2022-04-02-usd-ism-manufacturing-new-orders-index-fd848272,2022-04-02T10:00:00Z,United States,USD,ISM Manufacturing New Orders Index,HIGH,53.8,,61.7,nasdaq_economic_calendar
2022-04-02-usd-ism-manufacturing-pmi-c6ff5554,2022-04-02T10:00:00Z,United States,USD,ISM Manufacturing PMI,HIGH,57.1,59.0,58.6,nasdaq_economic_calendar
2022-04-02-usd-ism-manufacturing-prices-637ec5e8,2022-04-02T10:00:00Z,United States,USD,ISM Manufacturing Prices,HIGH,87.1,80.0,75.6,nasdaq_economic_calendar
2022-04-03-usd-fomc-member-williams-speaks-369d17a2,2022-04-03T13:00:00Z,United States,USD,FOMC Member Williams Speaks,HIGH,,,,nasdaq_economic_calendar
2022-04-06-usd-fomc-member-kashkari-speaks-7281cff5,2022-04-06T10:00:00Z,United States,USD,FOMC Member Kashkari Speaks,HIGH,,,,nasdaq_economic_calendar
2022-04-06-usd-ism-non-manufacturing-business-activity-6dcbd7b1,2022-04-06T10:00:00Z,United States,USD,ISM Non-Manufacturing Business Activity,HIGH,55.5,,55.1,nasdaq_economic_calendar
2022-04-06-usd-ism-non-manufacturing-employment-f72869f7,2022-04-06T10:00:00Z,United States,USD,ISM Non-Manufacturing Employment,HIGH,54.0,,48.5,nasdaq_economic_calendar
2022-04-06-usd-ism-non-manufacturing-new-orders-e036d138,2022-04-06T10:00:00Z,United States,USD,ISM Non-Manufacturing New Orders,HIGH,60.1,,56.1,nasdaq_economic_calendar
2022-04-06-usd-ism-non-manufacturing-pmi-69cb1673,2022-04-06T10:00:00Z,United States,USD,ISM Non-Manufacturing PMI,HIGH,58.3,58.4,56.5,nasdaq_economic_calendar
2022-04-06-usd-ism-non-manufacturing-prices-8da37187,2022-04-06T10:00:00Z,United States,USD,ISM Non-Manufacturing Prices,HIGH,83.8,,83.1,nasdaq_economic_calendar
2022-04-06-usd-fomc-member-brainard-speaks-c0be4726,2022-04-06T10:05:00Z,United States,USD,FOMC Member Brainard Speaks,HIGH,,,,nasdaq_economic_calendar
2022-04-06-usd-fomc-member-williams-speaks-844c8f36,2022-04-06T14:00:00Z,United States,USD,FOMC Member Williams Speaks,HIGH,,,,nasdaq_economic_calendar
